Date,IHSG
2021-07-28,6088.5229492188
2021-07-29,6120.7270507812
2021-07-30,6070.0390625
2021-08-02,6096.54296875
2021-08-03,6130.5708007812
2021-08-04,6159.03515625
2021-08-05,6205.4169921875
2021-08-06,6203.4311523438
2021-08-09,6127.4560546875
2021-08-10,6088.408203125
2021-08-12,6139.6518554688
2021-08-13,6139.4921875
2021-08-16,6087.9130859375
2021-08-18,6118.1499023438
2021-08-19,5992.3217773438
2021-08-20,6030.7719726562
2021-08-23,6109.828125
2021-08-24,6089.4970703125
2021-08-25,6113.240234375
2021-08-26,6058.080078125
2021-08-27,6041.3662109375
2021-08-30,6144.9018554688
2021-08-31,6150.298828125
2021-09-01,6090.9331054688
2021-09-02,6078.2290039062
2021-09-03,6126.9208984375
2021-09-06,6126.9379882812
2021-09-07,6112.3999023438
2021-09-08,6026.0200195312
2021-09-09,6068.2192382812
2021-09-10,6094.873046875
2021-09-13,6088.1572265625
2021-09-14,6129.0952148438
2021-09-15,6110.2290039062
2021-09-16,6109.9418945312
2021-09-17,6133.24609375
2021-09-20,6076.3149414062
2021-09-21,6060.7568359375
2021-09-22,6108.2651367188
2021-09-23,6142.7119140625
2021-09-24,6144.8149414062
2021-09-27,6122.4951171875
2021-09-28,6113.1118164062
2021-09-29,6162.5541992188
2021-09-30,6286.9428710938
2021-10-01,6228.8452148438
2021-10-04,6342.6860351562
2021-10-05,6288.048828125
2021-10-06,6417.3232421875
2021-10-07,6416.3959960938
2021-10-08,6481.7690429688
2021-10-11,6459.6967773438
2021-10-12,6486.2670898438
2021-10-13,6536.9038085938
2021-10-14,6626.1137695312
2021-10-15,6633.337890625
2021-10-18,6658.7680664062
2021-10-19,6655.998046875
2021-10-21,6632.9721679688
2021-10-22,6643.7377929688
2021-10-25,6625.6967773438
2021-10-26,6656.9370117188
2021-10-27,6602.208984375
2021-10-28,6524.076171875
2021-10-29,6591.3461914062
2021-11-01,6552.8891601562
2021-11-02,6493.2749023438
2021-11-03,6552.1298828125
2021-11-04,6586.4428710938
2021-11-05,6581.78515625
2021-11-08,6632.296875
2021-11-09,6669.9248046875
2021-11-10,6683.1450195312
2021-11-11,6691.341796875
2021-11-12,6651.0541992188
2021-11-15,6616.0288085938
2021-11-16,6651.20703125
2021-11-17,6675.8041992188
2021-11-18,6636.4692382812
2021-11-19,6720.2631835938
2021-11-22,6723.3862304688
2021-11-23,6677.8759765625
2021-11-24,6683.2768554688
2021-11-25,6699.3461914062
2021-11-26,6561.5532226562
2021-11-29,6608.2900390625
2021-11-30,6533.9321289062
2021-12-01,6507.6767578125
2021-12-02,6583.8198242188
2021-12-03,6538.505859375
2021-12-06,6547.1162109375
2021-12-07,6602.5688476562
2021-12-08,6603.7978515625
2021-12-09,6643.9321289062
2021-12-10,6652.921875
2021-12-13,6662.87109375
2021-12-14,6615.6372070312
2021-12-15,6626.2568359375
2021-12-16,6594.7978515625
2021-12-17,6601.9321289062
2021-12-20,6547.1118164062
2021-12-21,6554.3090820312
2021-12-22,6529.5927734375
2021-12-23,6555.55078125
2021-12-24,6562.8999023438
2021-12-27,6575.4438476562
2021-12-28,6598.3427734375
2021-12-29,6600.6767578125
2021-12-30,6581.4819335938
2022-01-03,6665.3081054688
2022-01-04,6695.373046875
2022-01-05,6662.298828125
2022-01-06,6653.3510742188
2022-01-07,6701.3159179688
2022-01-10,6691.1240234375
2022-01-11,6647.9702148438
2022-01-12,6647.0649414062
2022-01-13,6658.3559570312
2022-01-14,6693.4008789062
2022-01-17,6645.0478515625
2022-01-18,6614.0590820312
2022-01-19,6591.9809570312
2022-01-20,6626.87109375
2022-01-21,6726.373046875
2022-01-24,6655.166015625
2022-01-25,6568.1728515625
2022-01-26,6600.8188476562
2022-01-27,6611.1611328125
2022-01-28,6645.5112304688
2022-01-31,6631.1508789062
2022-02-02,6707.6518554688
2022-02-03,6683.8510742188
2022-02-04,6731.3911132812
2022-02-07,6804.9370117188
2022-02-08,6789.5219726562
2022-02-09,6834.6059570312
2022-02-10,6823.6420898438
2022-02-11,6815.6069335938
2022-02-14,6734.4858398438
